Positive,Negative,Neutral,Mixed,flesch_reading_ease,flesch_kincaid_grade,gunning_fog,automated_readability_index,coleman_liau_index,linsear_write_formula,lexicon_count,sentence_count
0.9044414162635803,8.382226951653138e-05,0.09517130255699158,0.000303488748613745,50.63,9.2,11.44,8.9,11.24,7.9,61,5
0.9972731471061707,0.00010492526780581102,0.0017052708426490426,0.0009165523806586862,71.75,7.3,9.97,6.2,6.03,8.8,82,5
0.8687112927436829,0.00036445382284000516,0.13067004084587097,0.0002542604925110936,58.08,8.4,10.73,7.4,8.74,8.2,66,5
0.9435374140739441,7.788449147483334e-05,0.05627359449863434,0.00011115815868834034,75.0,6.1,10.13,7.4,8.8,7.199999999999999,66,5
0.9993391633033752,5.582076119026169e-05,0.0005677897715941072,3.716968421940692e-05,79.19,6.5,8.8,6.4,5.62,8.9,87,5
0.9940202236175537,6.706059502903372e-05,0.005744277033954859,0.00016840535681694746,58.28,8.4,11.35,8.8,10.6,7.5,52,4
0.989605188369751,8.542293653590605e-05,0.010202505625784397,0.00010686567111406475,72.97,6.9,8.19,5.6,5.62,7.4,76,5
0.9901526570320129,7.006656960584223e-05,0.0096426485106349,0.0001345398195553571,74.79,6.2,8.35,6.1,7.24,6.9,67,5
0.999110758304596,4.020489359390922e-05,0.0007410541293211281,0.00010791264503495768,57.47,8.7,10.16,8.0,9.39,8.3,69,5
0.9994115829467773,2.4522880266886204e-05,0.0005091809434816241,5.4666590585839e-05,67.08,9.1,10.3,10.2,8.41,13.0,84,4
0.9970021843910217,3.690565063152462e-05,0.0028599274810403585,0.00010096003825310618,64.91,7.9,9.7,7.7,8.46,8.4,74,5
0.9975898265838623,4.0552760765422136e-05,0.00223779515363276,0.00013180433597881347,61.67,9.1,11.64,10.1,9.8,11.25,72,4
0.9996286630630493,2.3692591639701277e-05,0.0003092615806963295,3.835852476186119e-05,73.98,6.5,7.37,5.3,5.91,7.5,71,5
0.9748989939689636,0.0008365399553440511,0.02331647090613842,0.0009479565196670592,56.86,8.9,10.76,8.8,9.85,8.4,72,5
0.9141836762428284,8.656736463308334e-05,0.08557648956775665,0.00015332881594076753,63.9,8.3,9.49,8.0,8.58,8.375,63,4
0.9968947172164917,4.137468567932956e-05,0.0029590411577373743,0.00010486054816283286,81.43,5.7,8.71,6.5,6.78,7.800000000000001,76,5
0.8424792289733887,0.0002116485993610695,0.157118022441864,0.00019116445037070662,74.69,6.2,9.84,8.2,9.74,7.25,54,4
0.999381422996521,5.951511047896929e-05,0.0005349835846573114,2.4054053938016295e-05,56.96,8.9,10.63,8.8,10.2,8.625,57,4
0.9944549202919006,8.508830069331452e-05,0.005215718876570463,0.00024430491612292826,76.93,5.3,8.05,5.6,7.4,5.666666666666667,68,6
0.9993492960929871,4.256072861608118e-05,0.0005832685856148601,2.4918268536566757e-05,75.81,5.8,8.83,6.7,8.11,6.4,62,5
0.9146472811698914,0.00016751197108533233,0.08499655872583389,0.00018865696620196104,65.52,7.6,12.44,6.2,6.95,8.7,71,5
0.9125217199325562,6.943051994312555e-05,0.08722376078367233,0.00018503489263821393,32.39,12.1,14.29,11.0,13.39,10.25,54,4
0.9993951320648193,2.493933425284922e-05,0.0004917602054774761,8.8169050286524e-05,73.37,6.7,9.31,7.3,8.0,8.625,59,4
0.9928545355796814,0.0001804856728995219,0.004613557830452919,0.0023514011409133673,64.2,8.2,10.07,7.4,7.94,8.5,62,4
0.992438018321991,0.00022304760932456702,0.007081718649715185,0.00025731080677360296,83.86,4.7,8.25,6.4,7.76,6.4,64,5
0.9900732040405273,0.0004928896087221801,0.008685602806508541,0.000748286722227931,65.32,7.7,9.65,8.1,9.1,8.0,72,5
0.9697813987731934,0.00010970308358082548,0.030015790835022926,9.317103103967384e-05,64.91,7.9,11.34,7.4,8.05,8.375,59,4
0.9977152347564697,4.5778637286275625e-05,0.002084952313452959,0.0001539776276331395,73.78,6.5,10.2,6.3,7.01,7.800000000000001,72,5
0.9982492923736572,2.5474015274085104e-05,0.0016681002452969551,5.7195586123270914e-05,57.77,8.6,9.84,7.1,8.58,8.25,54,4
0.9669395685195923,0.00021630270930472761,0.03279673680663109,4.7287430788856e-05,62.88,8.7,11.5,8.6,8.64,11.125,67,4
0.9982256293296814,4.3997406464768574e-05,0.0016717729158699512,5.8586025261320174e-05,83.25,5.0,6.55,5.7,6.89,6.5,67,5
0.9709439277648926,0.00045856463839299977,0.026399647817015648,0.002197860972955823,56.05,9.2,10.82,7.7,8.17,8.6,76,5
0.994922935962677,4.452927896636538e-05,0.0048231505788862705,0.0002094643423333764,55.74,9.3,9.43,11.0,12.35,8.75,62,4
0.995367169380188,8.720106416149065e-05,0.004453208763152361,9.238339407602325e-05,64.71,8.0,10.67,9.4,10.14,8.5,60,4
0.9989644289016724,3.665107215056196e-05,0.000874746183399111,0.000124201163998805,71.55,7.4,9.05,7.9,8.0,8.9,83,5
0.9977339506149292,6.114020652603358e-05,0.001993174897506833,0.00021176098380237818,64.2,8.2,11.36,7.8,8.35,8.75,62,4
0.996877908706665,4.044247179990634e-05,0.002820424037054181,0.0002612065291032195,76.42,5.5,7.43,6.2,8.11,5.9,59,5
0.9907784461975098,0.001314919674769044,0.0066033280454576015,0.0013032549759373069,75.0,6.1,7.7,6.4,7.29,6.8,66,5
0.9936019778251648,3.679469591588713e-05,0.006294804625213146,6.639222556259483e-05,65.52,7.6,10.19,8.5,9.79,7.9,71,5
0.9928754568099976,5.7108110922854394e-05,0.0069455113261938095,0.00012202516518300399,49.01,9.9,10.74,9.6,11.36,8.1,69,5
0.9979428648948669,5.603281897492707e-05,0.0019315262325108051,6.956445577088743e-05,55.24,9.5,10.15,11.3,12.53,9.0,64,4
0.9961873888969421,5.368658821680583e-05,0.0037089542020112276,5.0001428462564945e-05,63.19,8.5,11.45,9.1,9.51,11.0,66,4
0.9986199140548706,4.512280793278478e-05,0.0012671634322032332,6.785380537621677e-05,83.96,4.7,8.76,5.3,6.48,6.666666666666667,76,6
0.9962164759635925,4.033862569485791e-05,0.0033288910053670406,0.00041430117562413216,65.93,7.5,9.58,8.4,9.85,7.5,69,5
0.9840230941772461,5.8824520237976685e-05,0.01571340672671795,0.00020466907881200314,65.22,7.8,9.25,8.1,9.21,7.5,58,4
0.9654046893119812,0.0001725991751300171,0.034357406198978424,6.529819074785337e-05,63.7,8.4,8.28,7.9,8.35,8.5,64,4
0.8482802510261536,0.0006148370448499918,0.15066751837730408,0.0004374136624392122,57.47,8.7,12.79,7.2,8.52,8.375,55,4
0.9936264753341675,5.680040339939296e-05,0.006253708153963089,6.298748485278338e-05,62.88,8.7,10.9,9.4,9.45,11.125,67,4
0.9977141618728638,0.00010291679063811898,0.0015825440641492605,0.0006003925227560103,71.75,7.3,9.97,6.4,6.2,8.8,82,5
0.9969964027404785,7.570655725430697e-05,0.0026217226404696703,0.00030620713368989527,73.37,6.7,9.16,7.4,8.17,7.6,74,5
0.9044414162635803,8.382226951653138e-05,0.09517130255699158,0.000303488748613745,50.63,9.2,11.44,8.9,11.24,7.9,61,5
0.8353068232536316,0.008305788040161133,0.145778626203537,0.010608796030282974,65.52,7.6,11.31,6.8,7.71,8.1,71,5
0.8687112927436829,0.00036445382284000516,0.13067004084587097,0.0002542604925110936,58.08,8.4,10.73,7.4,8.74,8.2,66,5
0.9435374140739441,7.788449147483334e-05,0.05627359449863434,0.00011115815868834034,75.0,6.1,10.13,7.4,8.8,7.199999999999999,66,5
0.9993391633033752,5.582076119026169e-05,0.0005677897715941072,3.716968421940692e-05,79.19,6.5,8.8,6.4,5.62,8.9,87,5
0.9940202236175537,6.706059502903372e-05,0.005744277033954859,0.00016840535681694746,58.28,8.4,11.35,8.8,10.6,7.5,52,4
0.989605188369751,8.542293653590605e-05,0.010202505625784397,0.00010686567111406475,72.97,6.9,8.19,5.6,5.62,7.4,76,5
0.9901526570320129,7.006656960584223e-05,0.0096426485106349,0.0001345398195553571,74.79,6.2,8.35,6.1,7.24,6.9,67,5
0.999110758304596,4.020489359390922e-05,0.0007410541293211281,0.00010791264503495768,57.47,8.7,10.16,8.0,9.39,8.3,69,5
0.9564855694770813,0.0004015809390693903,0.04304838553071022,6.441547157010064e-05,72.16,7.2,8.9,7.9,8.18,8.75,64,4
0.921132504940033,0.0014888066798448563,0.07730456441640854,7.414053106913343e-05,72.36,7.1,6.95,9.2,9.97,7.625,63,4
0.9891742467880249,5.998877531965263e-05,0.010623154230415821,0.00014256541908252984,80.31,6.1,9.6,5.6,5.28,8.375,65,4
0.9989851117134094,3.0207513191271573e-05,0.0009370085899718106,4.759901639772579e-05,66.94,7.1,9.83,9.5,11.53,6.875,51,4
0.9995321035385132,4.020290725748055e-05,0.0003962191694881767,3.150964403175749e-05,68.6,8.5,11.39,9.8,8.88,11.75,78,4
0.9972311854362488,5.098606561659835e-05,0.0026140951085835695,0.00010373736586188897,72.16,7.2,8.9,7.8,8.18,8.5,64,4
0.990794837474823,0.0003132666752208024,0.007877878844738007,0.0010140049271285534,71.14,7.6,10.92,8.5,8.35,10.5,68,4
0.9942345023155212,4.348179936641827e-05,0.005615100264549255,0.00010688593465602025,67.76,6.8,7.3,6.8,8.8,6.0,48,4
0.9959378242492676,0.0001353115658275783,0.003817191580310464,0.0001096366613637656,70.33,7.9,9.37,7.7,6.96,11.125,71,4
0.9863515496253967,5.842110840603709e-05,0.013508672825992107,8.133152005029842e-05,74.39,6.3,9.16,7.2,8.52,7.125,55,4
0.9984492063522339,3.292164910817519e-05,0.0014599933056160808,5.7786186516750604e-05,56.45,9.1,9.99,9.0,10.14,8.625,59,4
0.9951385259628296,7.17735820217058e-05,0.004737657494843006,5.1983555749757215e-05,55.54,9.4,9.68,11.5,12.76,8.5,47,3
0.9960007071495056,4.186871228739619e-05,0.00391832971945405,3.907393693225458e-05,57.47,8.7,9.88,7.3,8.58,8.625,55,4
0.998925507068634,3.331385232741013e-05,0.0009421069407835603,9.90790722426027e-05,66.94,7.1,10.12,6.6,8.05,7.0,64,5
0.9705243706703186,0.00023269036319106817,0.028267500922083855,0.000975521223153919,67.25,7.0,10.6,10.2,12.57,7.0,50,4
0.9760687351226807,9.94574002106674e-05,0.02356615476310253,0.0002656399447005242,66.94,7.1,9.04,8.2,10.02,6.875,51,4
0.9604066014289856,0.00015894626267254353,0.039355989545583725,7.851372356526554e-05,63.9,8.3,8.86,8.6,9.28,8.625,63,4
0.806581437587738,0.00022132758749648929,0.19284000992774963,0.0003571945708245039,50.33,9.3,13.8,8.2,10.14,8.0,50,4
0.9981503486633301,2.7078547645942308e-05,0.001789222122170031,3.334347638883628e-05,64.91,7.9,9.31,9.3,10.32,8.875,59,4
0.9884998202323914,0.0007199998362921178,0.007444099057465792,0.0033360866364091635,75.24,8.1,10.4,9.1,6.91,11.666666666666666,64,3
0.5200878977775574,0.002693457528948784,0.47700706124305725,0.00021156022557988763,67.93,10.9,12.1,12.4,6.91,14.75,57,2
0.9757161140441895,6.105874490458518e-05,0.024137385189533234,8.542033901903778e-05,53.92,10.0,11.54,10.3,10.55,11.333333333333334,52,3
0.6305583715438843,0.0010457017924636602,0.3681134879589081,0.00028243090491741896,62.68,8.7,9.94,9.4,9.39,8.833333333333334,51,3
0.9209208488464355,0.000266574090346694,0.07859065383672714,0.00022196253121364862,56.55,9.0,11.33,9.9,11.13,8.666666666666666,44,3
0.9974172115325928,3.9833819755585864e-05,0.0024930008221417665,4.991851164959371e-05,48.09,10.2,12.24,12.6,14.55,8.666666666666666,44,3
0.988214373588562,0.0002779861679300666,0.010894887149333954,0.0006127421511337161,79.09,6.6,9.29,7.1,6.44,10.25,70,4
0.9969287514686584,0.00018972838006448,0.0028114181477576494,7.022715726634488e-05,74.19,6.4,8.46,7.6,8.87,7.25,56,4
0.9676970839500427,0.0007493427256122231,0.026876429095864296,0.004677103366702795,58.58,8.2,10.34,11.0,13.27,7.0,38,3
0.9421396851539612,0.0009521291358396411,0.0568242222070694,8.3908460510429e-05,71.44,7.4,9.88,8.1,8.18,8.666666666666666,50,3
0.9708772897720337,9.316617069998756e-05,0.02867092750966549,0.000358628632966429,83.36,4.9,6.32,6.1,7.06,6.333333333333333,40,3
0.14956729114055634,0.04793605953454971,0.5612428188323975,0.2412538230419159,57.27,8.8,12.74,10.5,12.46,8.666666666666666,84,6
0.13833440840244293,0.06913425028324127,0.5979655385017395,0.19456583261489868,57.47,8.7,12.75,10.4,12.4,8.583333333333334,83,6
0.14913469552993774,0.05557587742805481,0.586595356464386,0.20869407057762146,49.01,9.9,12.75,10.6,12.58,8.75,83,6
0.1683402955532074,0.051068272441625595,0.5708716511726379,0.20971983671188354,57.27,8.8,12.74,10.4,12.29,8.666666666666666,84,6
0.16286084055900574,0.0577644482254982,0.5229319334030151,0.2564428746700287,57.47,8.7,12.27,10.1,12.06,8.416666666666666,83,6
0.15553154051303864,0.05437776818871498,0.5606135725975037,0.22947709262371063,57.47,8.7,12.75,10.4,12.46,8.583333333333334,83,6
0.12837271392345428,0.04566875845193863,0.6469662189483643,0.17899225652217865,56.96,8.9,12.7,10.6,12.29,8.833333333333334,86,6
0.15553154051303864,0.05437776818871498,0.5606135725975037,0.22947709262371063,57.47,8.7,12.75,10.4,12.46,8.583333333333334,83,6
0.15553154051303864,0.05437776818871498,0.5606135725975037,0.22947709262371063,57.47,8.7,12.75,10.4,12.46,8.583333333333334,83,6
0.14956729114055634,0.04793605953454971,0.5612428188323975,0.2412538230419159,57.27,8.8,12.74,10.5,12.46,8.666666666666666,84,6
0.13434217870235443,0.03828146308660507,0.6917916536331177,0.1355847418308258,56.76,8.9,12.7,10.3,11.88,8.916666666666666,87,6
0.4883882999420166,0.03803407773375511,0.09903334081172943,0.3745443820953369,78.04,4.9,6.7,5.3,6.82,4.916666666666667,61,6
0.0036826154682785273,0.9164548516273499,0.0785619392991066,0.001300638890825212,75.91,5.7,7.08,7.5,9.27,5.833333333333333,37,3
0.1644366830587387,0.2279675155878067,0.4720824658870697,0.1355133354663849,71.99,9.3,9.8,13.4,9.75,14.5,49,2
0.1885310411453247,0.13483931124210358,0.5126309394836426,0.16399873793125153,86.91,3.6,3.92,5.0,6.82,4.1,49,5
0.16506166756153107,0.5370622873306274,0.04648114740848541,0.2513948678970337,48.2,10.2,11.32,11.0,12.4,8.7,73,5
0.0051904721185564995,0.804609477519989,0.0010644537396728992,0.1891356110572815,50.54,15.5,17.34,17.3,7.85,14.0,149,4
0.8307708501815796,0.05950698256492615,0.08118578791618347,0.02853631041944027,90.43,6.4,9.2,7.7,4.07,11.5,46,2
0.22079426050186157,0.5071173310279846,0.25114449858665466,0.020943893119692802,60.85,9.4,10.19,8.9,8.07,11.375,75,4
0.836465060710907,0.025813382118940353,0.08638650178909302,0.051335036754608154,52.87,8.4,10.67,7.4,9.49,6.166666666666667,30,3
0.38018402457237244,0.036632146686315536,0.5828839540481567,0.00029983368585817516,45.59,13.2,15.69,17.6,14.97,17.25,51,2
0.6765502691268921,0.13249139487743378,0.1589049994945526,0.032053325325250626,65.39,11.8,14.98,12.9,6.34,17.5,31,1
0.8462987542152405,0.0010762595338746905,0.15231774747371674,0.00030728860292583704,29.21,11.2,9.72,12.3,16.14,4.833333333333333,25,3
0.015037322416901588,0.8786572217941284,0.01846490241587162,0.08784060180187225,77.06,7.4,8.83,7.5,5.92,11.25,39,2
0.8500649333000183,0.06957889348268509,0.0075060217641294,0.07285024970769882,58.96,12.2,16.43,14.0,8.89,18.0,58,2
0.020859675481915474,0.060263682156801224,0.01240772008895874,0.9064688682556152,38.66,20.0,22.05,24.7,10.0,28.5,49,1
0.060320980846881866,0.7106425166130066,0.22573965787887573,0.0032969024032354355,60.99,11.5,12.28,13.4,8.77,14.5,27,1
0.016005877405405045,0.5736953616142273,0.03519497811794281,0.37510374188423157,48.84,12.0,13.41,14.5,13.23,14.375,89,4
0.16366727650165558,0.21452607214450836,0.0013970420695841312,0.6204095482826233,92.12,3.6,5.2,3.5,3.76,5.5,65,5
0.00037786911707371473,0.9989774227142334,0.0004412243142724037,0.0002035481738857925,77.06,7.4,9.85,8.9,7.54,11.25,39,2
0.0525980107486248,0.28550049662590027,0.07953071594238281,0.5823707580566406,55.24,15.7,16.4,20.1,8.49,20.5,41,1
0.006028425879776478,0.9884265661239624,0.0034943281207233667,0.002050694776698947,59.64,16.1,19.78,20.2,6.69,25.0,45,1
0.006413535680621862,0.8559234738349915,0.11332429945468903,0.024338696151971817,87.76,5.3,6.92,5.4,4.52,7.666666666666666,52,3
0.00018294734763912857,0.9995410442352295,0.00020417000632733107,7.185422873590142e-05,79.6,6.4,8.37,8.2,8.0,8.166666666666666,51,3
0.8648808002471924,0.023833561688661575,0.0732363685965538,0.03804923966526985,89.14,2.7,4.09,2.3,3.84,3.2,38,5
